nucleus_id,cz,cy,cx,vol_env,r_eq,gap,gap_int,thick,void_big,void_off,offset,syp_io,s_um,s_norm,score,merged,mitotic,crescent,post,cls,row,zone,r_um,off_axis_cut_um
277,2.5833436031735117,5.425919255949946,280.7252574943979,121.820943096,3.075231274341281,0.7952322267580683,0.1622813927839924,0.6188640210645101,0.9998104060020044,0.0455738292767968,0.1307962095889713,0.9865795031417768,-91.51166394329937,0.0,0.2622246362049803,True,False,False,False,pachytene,0,off_axis,155.00688720715038,13.61
2,5.495251424573853,9.545417844646114,287.72091776465703,445.831529346,4.7390801790446,0.7708845241164493,0.1155681933583833,0.6726145366861866,0.9997481012175108,0.0938436123384553,0.1643452729280717,1.0565245373759098,-99.21818307581856,0.0207337369023885,0.1718193512851514,True,False,False,False,pachytene,2,off_axis,157.68524944814115,13.61
209,2.2935343245227706,14.027980919604238,282.03962396750507,102.238388352,2.9007377164007626,0.7894410792951542,0.1321985815602836,0.6243870545930043,0.9990518537893154,0.0355952885995589,0.0518980899107339,1.000727028963379,-94.6087479748192,0.0209304555300554,0.2117253722475956,True,False,False,False,pachytene,2,off_axis,150.44888333911874,13.61
250,2.620207487595876,12.49861136671209,286.0572141632837,15.601769477999998,1.550107255860138,0.5510449556457675,0.0550632911392404,0.6369725385130609,0.982637453493179,0.0926127482590311,0.0571167302612435,1.106641515421585,-98.2139745206115,0.0212927519072862,0.086445314059817,False,False,True,False,TZ,2,off_axis,154.5422805583662,13.61
3,1.669921215531765,10.46397708216149,289.30074783342576,16.673790024,1.5848271633784572,0.3937816544738323,0.0,0.7015548851241588,0.950153846153846,0.4155103919927001,0.1292008613606982,1.0970719611837596,-100.9560716041924,0.0240100020700531,0.0,False,True,False,False,mitotic,2,off_axis,158.34872539371477,13.61
764,5.915845539280925,15.374369906791026,282.0968404793595,5.285037834,1.0805706413840328,0.7509986684420773,0.0,0.4509803921568627,0.9984447900466564,0.140943077413906,0.1893732070596366,1.0140575581074642,-94.94832724396036,0.0254362147126735,0.0,False,True,False,False,mitotic,2,off_axis,149.65235881462985,13.61
495,4.152228682170545,16.488779941860248,278.9572930232573,4.841685792,1.0494683143521908,0.7248062015503876,0.0069930069930069,0.4665492957746479,0.9972602739726028,0.1492489289884615,0.1822992530679665,1.04315886938733,-92.11401681326579,0.0271947351803807,0.0149887848001055,False,True,False,False,mitotic,2,off_axis,146.5047816302059,13.61
419,3.683633516053197,16.558747729052765,283.5497963586528,5.991117011999999,1.126695079089483,0.7012529365700861,0.0,0.5294888597640891,0.9992553983618764,0.1663776739353508,0.1815224732428599,1.0002366607812272,-96.61818966965492,0.0277370041096221,0.0,False,True,False,False,mitotic,2,off_axis,150.06466447483723,13.61
735,6.025152510558378,15.411735429375875,285.4115127170346,4.998852918,1.0607032912953636,0.7320506804317222,0.0,0.457092819614711,0.9887054735013032,0.1440395331913433,0.172042137257841,1.0853632811387746,-98.19647930596551,0.0277781257828512,0.0,False,True,False,False,mitotic,2,off_axis,152.23906608163065,13.61
307,3.333458575990941,13.201531955663548,289.2545900807792,12.486576294,1.4391904060966798,0.5316550817208341,0.0,0.6582430806257521,0.984799131378936,0.0755720170282088,0.0401073418478626,1.0632282843206688,-101.48767679987138,0.0278039915699719,0.0,False,True,False,False,mitotic,2,off_axis,156.63284376895544,13.61
1128,8.646782178217686,15.291834900990066,281.3930663366311,5.686165871999999,1.1072447719616991,0.6868811881188119,0.0,0.4980237154150198,0.9931565440547476,0.0691638708994102,0.0663049426876152,1.080497714064032,-94.24296024795711,0.0278844369589604,0.0,False,True,False,False,mitotic,2,off_axis,149.15343934284047,13.61
308,2.718979630687254,18.461449286122303,281.10364905768165,12.322371833999998,1.4328538671167166,0.8536074624024367,0.0077419354838709,0.5214564369310793,0.9990037359900372,0.0673741365524732,0.2131522331382491,1.1297071274129329,-94.6277884313317,0.0318710844096131,0.0148467540825355,False,True,False,False,mitotic,3,off_axis,146.9656536096915,13.61
421,3.97717717717703,16.79088279708265,287.28787305877205,16.404025553999997,1.57623370277693,0.8504218504218504,0.009469696969697,0.5487571701720841,0.9998130491680688,0.1330117980608283,0.431090193754974,1.1581716580776025,-100.32127616760036,0.0325115869067789,0.0172566254883328,False,True,False,False,mitotic,3,off_axis,152.89780109866547,13.61
1129,8.136462507155096,15.957977103605856,279.4421443617635,4.098074166,0.9927282975179236,0.7000572409845449,0.0,0.4522900763358778,0.9976415094339622,0.0706723055122364,0.0701593547761853,1.0725662178071422,-92.47616104445201,0.0329897828149749,0.0,False,True,False,False,mitotic,3,off_axis,147.2154420961705,13.61
831,6.618104330037586,17.584497084896277,286.0626525741559,13.760333748,1.486552047479825,0.849982952608251,0.0134529147982063,0.5261363636363636,0.9997756338344178,0.0922103725505529,0.2947213390830944,1.0824773081732206,-99.29074618488727,0.0334140590988923,0.0255692549080379,False,True,False,False,mitotic,3,off_axis,151.44142381055735,13.61
736,6.73610180843929,18.955945579370024,282.3900375753506,7.004493107999999,1.1869416447678591,0.6697923643670463,0.0,0.5537525354969574,0.9545454545454546,0.1133746802022405,0.1071202591096012,1.028592182449542,-95.98948287272974,0.0342971035999541,0.0,False,True,False,False,mitotic,3,off_axis,147.68461329924818,13.61
1232,8.784590028842013,16.06610642768855,284.3197624227465,5.693203206,1.1077013677957035,0.7144622991347342,0.0,0.4992784992784992,0.9876256767208044,0.1265267953901429,0.1352347203555733,1.0583653715326355,-97.26708930125785,0.0343176585196445,0.0,False,True,False,False,mitotic,3,off_axis,150.97508123341726,13.61
208,1.7695174390826285,11.503291734352713,293.76532818919947,4.909713353999999,1.0543606180034637,0.2465360726230291,0.0,0.4058338617628408,0.8351648351648352,0.7380892919458489,0.1297661311278753,1.078208762171,-105.53940703625243,0.0350321671713638,0.0,False,True,False,False,mitotic,3,off_axis,161.25247237264557,13.61
684,4.8819151350124494,19.425117562968072,283.1782052416613,10.337843646,1.3513892193614463,0.8404810528704334,0.0858257477243172,0.4167852062588905,0.995988892317186,0.0619560721228957,0.1522147062682217,1.0174336993422777,-96.85880303286632,0.0352587057920763,0.205923210410222,False,False,False,False,pachytene,3,off_axis,148.02972020513678,13.61
993,7.180651434127332,16.542259017987163,277.4894505590681,4.825265345999999,1.0482805561505286,0.6490034030140982,0.0041379310344827,0.5,0.9976931949250288,0.0338986119079304,0.0413770660769591,1.0430169848625326,-90.69038408243065,0.0352859789844607,0.0082758620689655,False,True,False,False,mitotic,3,off_axis,145.33122699749842,13.61
334,2.8835600907029595,19.79219336734678,278.6242818027224,4.137952392,0.9959379777156508,0.6609977324263039,0.0,0.4749163879598662,0.950863213811421,0.4019336114334997,0.2603426062909676,1.0451910210355586,-92.48441719863757,0.0357390352276351,0.0,False,True,False,False,mitotic,3,off_axis,144.19134704559042,13.61
607,4.845156310304876,19.6810066383629,277.40955133153415,6.077910798,1.1321098548113753,0.6889231956773447,0.0,0.5359801488833746,0.9969465648854962,0.1524426573536216,0.1711961878343543,1.0217720591860828,-91.27352527601174,0.0358842338422234,0.0,False,True,False,False,mitotic,3,off_axis,143.304163345783,13.61
309,2.8415322580645337,19.762511945564132,284.4554086693571,4.654023552,1.0357302385042249,0.6945564516129032,0.0,0.466996699669967,0.9786585365853658,0.4020306462223612,0.3812592407023103,1.1032020095989346,-98.17842150473979,0.0359471413410832,0.0,False,True,False,False,mitotic,3,off_axis,148.85084907829483,13.61
1508,10.704728903383469,17.75243622095393,279.8935133713813,11.508386868,1.4005822383640052,0.3925805136567468,0.0,0.6412751677852349,0.9327309236947792,0.3988640518962009,0.1283179300991092,0.9775404742779512,-93.29544271447878,0.0363966875550069,0.0,False,True,False,False,mitotic,3,off_axis,146.44881844071242,13.61
683,5.570682976554544,17.69270935779821,288.14805828746023,11.506041089999998,1.4004870707182435,0.818144750254842,0.0132743362831858,0.5504484304932735,0.9963390594198818,0.1000307850510402,0.2662233262779864,1.2373133568222114,-101.35214592170085,0.0364116137649462,0.0241154948362561,False,True,False,False,mitotic,3,off_axis,153.0506609432855,13.61
643,5.082722513088977,19.99848933840985,280.2082859114705,4.928479577999999,1.055702258538421,0.5882912898619705,0.0,0.5179190751445086,0.9880239520958084,0.02051327446493,0.0450500234253425,0.9912442391694593,-94.0763319379453,0.0364268934913481,0.0,False,True,False,False,mitotic,3,off_axis,145.31814915020283,13.61
832,6.3066443327750425,18.195367504187733,275.8627154103836,4.201288398,1.0009935870725994,0.6549413735343383,0.0,0.4805825242718446,0.9696169088507266,0.103741879277802,0.0668784296176755,0.9778695976988144,-89.44842236534728,0.0371443716377976,0.0,False,True,False,False,mitotic,3,off_axis,143.02588487365392,13.61
1193,8.592769104354884,18.002316557107978,287.1065036154461,5.709623651999999,1.1087652967667634,0.728430566967954,0.0,0.4674735249621785,1.0,0.0975920345947766,0.117621990251891,1.074468159875862,-100.39919279872169,0.0374468629305867,0.0,False,True,False,False,mitotic,4,off_axis,152.02884244782416,13.61
1051,7.790878378378367,18.783875802364577,279.6090131756757,5.554802303999999,1.098651616933766,0.6773648648648649,0.0,0.5143979057591623,0.9991103202846976,0.0709205599420143,0.0566911868797271,0.986864205444911,-93.23462339371679,0.0375331326963263,0.0,False,True,False,False,mitotic,4,off_axis,145.58804020969447,13.61
210,2.3294271972015643,20.54224171403529,282.1813562308688,5.364794286,1.0859791521863913,0.7083515522518583,0.0,0.5082458770614693,0.9252873563218392,0.4480482603156351,0.3747602981931218,1.026040545400641,-96.11967369445148,0.0375815984188431,0.0,False,True,False,False,mitotic,4,off_axis,146.56174452800065,13.61
1326,9.004851157662717,17.67248235942707,277.1124757442117,4.255241291999999,1.005260290329034,0.2133406835722161,0.0,0.5732305536089699,0.2758620689655172,1.1996229930728275,0.0641566948859955,0.9962215702986704,-90.5599765778386,0.0396904973307149,0.0,False,True,False,False,mitotic,4,off_axis,144.32585794692142,13.61
420,4.829168184578089,15.384176102004222,293.71895049180154,19.31748183,1.6645134202669187,0.4444444444444444,0.0,0.5357377049180327,0.9594805194805196,0.3869146435455634,0.13867697242468,1.0031365631326792,-106.31166509277628,0.040279407584823,0.0,False,True,False,False,mitotic,4,off_axis,158.91190422561849,13.61
608,6.275554705432261,21.682507258989887,283.1925265110993,24.527454768,1.802414301626528,0.8601759755164499,0.0187919463087248,0.4801641586867305,0.999876497468198,0.0603577385248878,0.1988611879997061,1.0344651004486107,-97.34837239543181,0.0412187163103529,0.0391365035660337,False,True,False,False,mitotic,4,off_axis,146.69476430469544,13.61
576,4.693472584856375,21.840631958224925,279.517719164491,4.49216487,1.023581338242461,0.6412532637075719,0.0,0.4919941775836972,0.9975932611311672,0.1154140457009024,0.102072440402033,0.9685627551959292,-93.78935220826475,0.0412479135544942,0.0,False,True,False,False,mitotic,4,off_axis,143.65274771017255,13.61
389,3.232938949361093,21.592037008992172,285.7299452910558,4.956628914,1.0577083484148986,0.6672976810222433,0.0,0.5163584637268848,0.9285714285714286,0.3486980044351909,0.2339066773460002,1.0722050316272678,-99.80978364461629,0.0413891928597091,0.0,False,True,False,False,mitotic,4,off_axis,148.80109178054104,13.61
422,4.515898742238219,20.45335419519256,287.2856323005823,73.66915809,2.6005529393592965,0.8982327654832033,0.0105263157894737,0.6511264080100125,0.9999627629864084,0.0335158446798699,0.2235167008770115,1.134173705703336,-101.09066702091837,0.0414106940698379,0.0161663168011331,True,False,False,False,pachytene,4,off_axis,150.7289124682589,13.61
685,6.838178582023265,21.33286717591196,280.4837636902965,15.815235275999996,1.557144857848997,0.8601305250667458,0.0465116279069767,0.5227995758218452,0.9996221424522956,0.1058048133553,0.3992062938907891,1.0186001181912463,-94.62674356261807,0.0416257983095578,0.0889664606821075,False,False,True,False,TZ,4,off_axis,144.729712516229,13.61
423,4.411321776814733,21.875309317443545,276.5072948808236,8.660612376,1.2739527794226808,0.6690140845070423,0.0016339869281045,0.5343698854337152,1.0,0.1921624925080339,0.1706829206682645,1.0206224263273371,-90.85379722435069,0.0416822924727162,0.0030577825821497,False,True,False,False,mitotic,4,off_axis,141.2414007700923,13.61
1052,8.34732540408683,19.655125562672204,277.67282400731807,38.45903031,2.0939673556655936,0.8084172003659652,0.1231155778894472,0.5561922954473097,0.999157184997893,0.132950038276674,0.3502482068421378,0.9934212740017034,-91.52543682812859,0.0428095186815857,0.2213543389529215,False,False,False,False,pachytene,4,off_axis,143.52694591764362,13.61
1130,8.463811394892069,16.97700019646309,291.1158043614939,17.910015029999997,1.6230645054528472,0.4945645055664702,0.0872753074739829,0.5589530966571651,0.9601748421563866,0.2516297253613948,0.1367230711101294,0.9956631627215652,-104.10250598907606,0.0431588567474497,0.15614066367274,False,False,False,False,pachytene,4,off_axis,155.8692232212297,13.61
310,2.916421291053239,22.78576398641073,282.67448822196934,6.213965921999999,1.1404950883939076,0.6761041902604756,0.0,0.5559440559440559,0.9824024483550114,0.3026488458850024,0.2824334080127051,1.0898368513928258,-97.07438622209162,0.0432810875945518,0.0,False,True,False,False,mitotic,4,off_axis,145.6256708756196,13.61
