kind,id,vol_um3,z_um,y_um,x_um,cov_germ_label,cov_any_label,cov_lamin_mask,ring_shell,ring_inside,ring_ratio,shell_over_thr
lamin_candidate,1,9.1,1.9,173.4,119.3,1.0,1.0,1.0,,,,
lamin_candidate,2,7.8,1.9,192.7,146.7,1.0,1.0,1.0,,,,
lamin_candidate,4,8.5,2.1,219.3,153.0,1.0,1.0,1.0,,,,
lamin_candidate,5,8.5,2.0,223.2,136.7,1.0,1.0,1.0,,,,
lamin_candidate,8,7.9,1.9,148.8,86.2,1.0,1.0,1.0,,,,
lamin_candidate,9,6.1,2.1,148.7,94.4,1.0,1.0,1.0,,,,
lamin_candidate,12,7.3,2.3,192.1,139.4,1.0,1.0,1.0,,,,
lamin_candidate,13,9.7,2.3,197.7,145.9,1.0,1.0,1.0,,,,
lamin_candidate,14,8.4,1.7,202.2,143.7,1.0,1.0,1.0,,,,
lamin_candidate,16,7.7,2.1,219.5,127.1,1.0,1.0,1.0,,,,
lamin_candidate,18,7.9,2.1,226.8,130.7,1.0,1.0,1.0,,,,
lamin_candidate,19,7.4,2.3,146.0,89.1,1.0,1.0,1.0,,,,
lamin_candidate,20,7.6,2.3,147.5,67.4,1.0,1.0,1.0,,,,
lamin_candidate,22,5.5,1.9,176.8,123.1,1.0,1.0,1.0,,,,
lamin_candidate,23,8.0,2.2,186.1,131.6,1.0,1.0,1.0,,,,
lamin_candidate,24,6.7,2.2,214.2,157.5,1.0,1.0,1.0,,,,
lamin_candidate,25,5.7,1.8,214.4,106.2,0.999,0.999,1.0,,,,
lamin_candidate,26,7.6,2.2,225.0,143.0,1.0,1.0,1.0,,,,
lamin_candidate,27,5.5,2.0,225.2,120.1,1.0,1.0,1.0,,,,
lamin_candidate,31,7.6,3.1,142.6,61.3,1.0,1.0,1.0,,,,
lamin_candidate,33,6.0,2.5,145.1,84.1,1.0,1.0,1.0,,,,
lamin_candidate,34,8.6,3.0,146.8,61.9,1.0,1.0,1.0,,,,
lamin_candidate,35,8.4,2.4,168.8,118.7,1.0,1.0,1.0,,,,
lamin_candidate,36,8.2,2.5,170.0,122.8,1.0,1.0,1.0,,,,
lamin_candidate,37,6.5,2.4,174.9,127.6,1.0,1.0,1.0,,,,
lamin_candidate,38,9.9,2.4,179.9,125.9,1.0,1.0,1.0,,,,
lamin_candidate,39,7.2,2.4,183.0,136.1,1.0,1.0,1.0,,,,
lamin_candidate,40,7.5,2.6,190.9,150.6,1.0,1.0,1.0,,,,
lamin_candidate,42,7.0,2.2,207.5,154.8,1.0,1.0,1.0,,,,
lamin_candidate,43,11.1,2.7,208.5,149.2,1.0,1.0,1.0,,,,
lamin_candidate,45,7.7,2.3,213.3,151.2,1.0,1.0,1.0,,,,
lamin_candidate,48,5.4,2.1,143.8,72.7,1.0,1.0,1.0,,,,
lamin_candidate,50,5.5,2.7,151.9,63.1,1.0,1.0,1.0,,,,
lamin_candidate,51,6.0,2.7,153.4,69.2,1.0,1.0,1.0,,,,
lamin_candidate,52,5.5,2.5,157.1,103.8,1.0,1.0,1.0,,,,
lamin_candidate,53,7.8,2.6,177.5,117.8,1.0,1.0,1.0,,,,
lamin_candidate,54,7.3,2.6,196.2,152.4,1.0,1.0,1.0,,,,
lamin_candidate,55,7.6,2.2,197.3,139.9,1.0,1.0,1.0,,,,
lamin_candidate,56,6.4,2.3,202.4,152.2,1.0,1.0,1.0,,,,
lamin_candidate,57,6.8,2.6,216.3,122.6,1.0,1.0,1.0,,,,
lamin_candidate,62,5.9,2.7,137.8,42.1,1.0,1.0,1.0,,,,
lamin_candidate,63,7.2,3.2,141.3,55.5,1.0,1.0,1.0,,,,
lamin_candidate,64,7.9,2.9,145.5,56.0,1.0,1.0,1.0,,,,
lamin_candidate,68,6.5,2.6,172.6,125.5,1.0,1.0,1.0,,,,
lamin_candidate,69,8.2,2.7,179.7,133.0,1.0,1.0,1.0,,,,
lamin_candidate,71,5.7,2.6,208.7,115.0,0.999,0.999,1.0,,,,
lamin_candidate,75,6.2,2.9,123.8,29.3,1.0,1.0,1.0,,,,
lamin_candidate,76,6.4,3.1,127.6,32.4,1.0,1.0,1.0,,,,
lamin_candidate,78,7.4,2.6,147.3,74.7,1.0,1.0,1.0,,,,
lamin_candidate,79,6.3,2.8,152.4,74.2,1.0,1.0,1.0,,,,
lamin_candidate,80,7.6,2.8,154.2,82.5,1.0,1.0,1.0,,,,
lamin_candidate,88,8.0,3.4,177.6,129.0,1.0,1.0,1.0,,,,
lamin_candidate,89,8.3,3.3,185.2,126.3,1.0,1.0,1.0,,,,
lamin_candidate,90,5.9,2.9,194.0,135.1,1.0,1.0,1.0,,,,
