kind,id,vol_um3,z_um,y_um,x_um,cov_germ_label,cov_any_label,cov_lamin_mask,ring_shell,ring_inside,ring_ratio,shell_over_thr
lamin_candidate,3,7.2,1.4,128.7,29.3,1.0,1.0,1.0,,,,
lamin_candidate,5,9.0,1.3,155.8,28.2,1.0,1.0,1.0,,,,
lamin_candidate,7,7.4,1.0,190.4,24.0,0.524,0.524,1.0,,,,
lamin_candidate,8,5.4,1.2,193.7,26.1,1.0,1.0,1.0,,,,
lamin_candidate,9,7.5,1.5,198.4,24.8,1.0,1.0,1.0,,,,
lamin_candidate,10,11.4,1.6,200.8,20.1,1.0,1.0,1.0,,,,
lamin_candidate,11,12.0,1.2,203.6,26.6,0.511,0.511,1.0,,,,
lamin_candidate,13,9.2,1.4,224.6,21.4,1.0,1.0,1.0,,,,
lamin_candidate,14,5.9,1.4,225.2,13.2,1.0,1.0,1.0,,,,
lamin_candidate,15,7.4,1.4,136.4,33.5,1.0,1.0,1.0,,,,
lamin_candidate,18,9.5,1.7,145.7,29.2,1.0,1.0,1.0,,,,
lamin_candidate,19,7.4,1.5,166.7,33.1,1.0,1.0,1.0,,,,
lamin_candidate,20,9.1,1.9,183.7,24.9,1.0,1.0,1.0,,,,
lamin_candidate,21,6.0,1.7,202.6,30.4,1.0,1.0,1.0,,,,
lamin_candidate,22,12.2,1.9,211.2,20.9,1.0,1.0,1.0,,,,
lamin_candidate,23,12.4,1.9,212.8,28.3,1.0,1.0,1.0,,,,
lamin_candidate,24,5.1,1.6,251.6,15.3,1.0,1.0,1.0,,,,
lamin_candidate,26,9.3,1.4,163.8,32.5,0.0,0.0,0.0,,,,
lamin_candidate,27,5.0,1.9,194.0,33.1,1.0,1.0,1.0,,,,
lamin_candidate,28,5.2,1.2,198.2,31.4,1.0,1.0,1.0,,,,
lamin_candidate,29,10.7,1.9,217.9,15.4,1.0,1.0,1.0,,,,
lamin_candidate,30,5.4,1.7,233.1,14.9,1.0,1.0,1.0,,,,
lamin_candidate,35,6.7,1.9,119.6,26.3,1.0,1.0,1.0,,,,
lamin_candidate,36,6.7,2.3,152.0,33.9,1.0,1.0,1.0,,,,
lamin_candidate,40,5.1,1.8,181.7,31.2,0.98,0.98,1.0,,,,
lamin_candidate,43,5.9,2.1,208.6,30.1,1.0,1.0,1.0,,,,
lamin_candidate,44,7.2,1.9,221.7,27.1,1.0,1.0,1.0,,,,
