kind,id,vol_um3,z_um,y_um,x_um,cov_germ_label,cov_any_label,cov_lamin_mask,ring_shell,ring_inside,ring_ratio,shell_over_thr
lamin_candidate,2,40.7,3.3,220.3,44.9,0.0,0.0,0.0,,,,
lamin_candidate,9,10.4,2.0,81.6,63.2,1.0,1.0,1.0,,,,
lamin_candidate,12,9.9,2.1,66.4,85.6,1.0,1.0,1.0,,,,
lamin_candidate,15,9.1,2.3,77.4,110.1,1.0,1.0,1.0,,,,
lamin_candidate,16,5.7,1.9,99.2,45.6,1.0,1.0,1.0,,,,
lamin_candidate,21,5.3,1.9,75.4,100.4,1.0,1.0,1.0,,,,
lamin_candidate,24,7.9,2.7,97.4,43.5,1.0,1.0,1.0,,,,
lamin_candidate,27,96.8,5.1,42.8,123.8,0.0,1.0,0.0,,,,
lamin_candidate,32,7.1,3.0,98.1,54.6,1.0,1.0,1.0,,,,
lamin_candidate,33,6.0,3.0,102.4,39.7,1.0,1.0,1.0,,,,
lamin_candidate,34,5.7,2.9,106.4,31.2,1.0,1.0,1.0,,,,
lamin_candidate,38,6.0,2.5,73.7,74.7,1.0,1.0,1.0,,,,
lamin_candidate,39,7.6,4.2,170.7,145.9,1.0,1.0,1.0,,,,
lamin_candidate,40,5.2,3.1,172.8,143.6,1.0,1.0,1.0,,,,
lamin_candidate,50,8.6,3.6,146.5,145.6,1.0,1.0,1.0,,,,
lamin_candidate,51,10.8,3.9,150.8,142.5,1.0,1.0,1.0,,,,
lamin_candidate,52,9.2,3.7,162.7,144.8,0.999,0.999,0.999,,,,
lamin_candidate,54,5.1,3.5,183.9,109.4,1.0,1.0,1.0,,,,
lamin_candidate,59,6.3,3.7,71.4,109.6,1.0,1.0,1.0,,,,
lamin_candidate,60,9.7,3.2,83.4,51.2,1.0,1.0,1.0,,,,
lamin_candidate,61,6.9,3.1,90.7,44.0,1.0,1.0,1.0,,,,
lamin_candidate,68,32.3,4.3,182.5,130.2,0.226,0.226,0.226,,,,
lamin_candidate,70,5.2,3.8,185.6,132.3,1.0,1.0,1.0,,,,
lamin_candidate,72,8.8,3.4,76.1,83.4,1.0,1.0,1.0,,,,
lamin_candidate,73,8.9,4.0,79.1,119.8,1.0,1.0,1.0,,,,
lamin_candidate,74,9.9,4.1,89.7,124.7,1.0,1.0,1.0,,,,
