n_nuclei,n_pachytene_nuclei,mean_sc_total_length_um,mean_sc_n_fragments,mean_foci,total_germline_length_um,qc_pass,qc_flags,segmentation_method,axis_confidence,image_id,file_path,genotype,sex,germ_cell,treatment,replicate,acquisition_date,voxel_dz_um,voxel_dy_um,voxel_dx_um,n_channels,dapi_present,channel_map_json,pipeline_version,git_sha,config_hash,run_timestamp
756,461,0.5632392517508585,0.6693121693121693,0.13624338624338625,401.6030640040936,True,,cellpose,0.9848456915636072,20251105_N2_nohs_HERM _001,data\raw_examples\madeleline images\20251105_N2_noHS\20251105_N2_nohs_HERM _001.nd2,N2,herm,oocyte,control,001,20251105,0.2,0.108333333333333,0.108333333333333,3,True,"{""dna"": 0, ""central_element"": 1, ""foci"": 2}",0.1.0,4039ddd274b972fb2f56575465ea69744c75d99f-dirty,9b1466a2247e,2026-06-12T14:06:08.993793+00:00
