dataset,geno,sex,treat,syp
Madeleine,syp2_syp3,male,HS,300.4337743633518
Madeleine,syp2_syp3,male,HS,317.5906248064896
Madeleine,syp2_syp3,male,HS,374.247480050399
Madeleine,syp2_syp3,male,HS,419.040567638439
Madeleine,syp2_syp3,male,HS,424.1086256012703
Madeleine,syp2_syp3,male,HS,293.92264666624294
Madeleine,syp2_syp3,male,HS,406.98692227671273
Madeleine,syp2_syp3,male,HS,283.6712282594041
Madeleine,syp2_syp3,male,HS,390.076332815086
Madeleine,syp2_syp3,male,HS,389.5119707212932
Madeleine,syp2_syp3,male,HS,472.4056439372646
Madeleine,syp2_syp3,male,HS,399.536259887688
Madeleine,syp2_syp3,male,HS,435.0501234567901
Madeleine,syp2_syp3,male,HS,140.6327976316346
Madeleine,syp2_syp3,male,HS,341.0260107693712
Madeleine,syp2_syp3,male,HS,356.0015525654296
Madeleine,syp2_syp3,male,HS,326.75289575289577
Madeleine,syp2_syp3,male,HS,314.85635282731926
Madeleine,syp2_syp3,male,HS,332.83588590698326
Madeleine,syp2_syp3,male,HS,332.45821474773606
Madeleine,syp2_syp3,male,HS,349.4465982991496
Madeleine,syp2_syp3,male,HS,324.3935804356133
Madeleine,syp2_syp3,male,HS,299.04050405040505
Madeleine,syp2_syp3,male,HS,340.5360856743753
Madeleine,syp2_syp3,male,HS,318.83827692307693
Madeleine,syp2_syp3,male,HS,304.621456607065
Madeleine,syp2_syp3,male,HS,243.8374062968516
Madeleine,syp2_syp3,male,HS,278.095930876597
Madeleine,syp2_syp3,male,HS,317.6107522289253
Madeleine,syp2_syp3,male,HS,310.43906520162864
Madeleine,syp2_syp3,male,HS,351.7629667461128
Madeleine,syp2_syp3,male,HS,369.69285088397504
Madeleine,syp2_syp3,male,HS,393.1033259188645
Madeleine,syp2_syp3,male,HS,423.28828357818793
Madeleine,syp2_syp3,male,HS,417.729158807997
Madeleine,syp2_syp3,male,HS,150.40315943183327
Madeleine,syp2_syp3,male,HS,180.82240298254533
Madeleine,syp2_syp3,male,HS,170.60240907386577
Madeleine,syp2_syp3,male,HS,337.26038534357946
Madeleine,syp2_syp3,male,HS,324.65549276889186
Madeleine,syp2_syp3,male,HS,319.4249201277956
Madeleine,syp2_syp3,male,HS,312.8997859245384
Madeleine,syp2_syp3,male,HS,300.9362665803947
Madeleine,syp2_syp3,male,HS,301.7708681135225
Madeleine,syp2_syp3,male,HS,305.5929648241206
Madeleine,syp2_syp3,male,HS,310.7777194593885
Madeleine,syp2_syp3,male,HS,279.5002129471891
Madeleine,syp2_syp3,male,HS,266.7601062820269
Madeleine,syp2_syp3,male,HS,158.97782928549833
Madeleine,syp2_syp3,male,HS,157.29951945616503
Madeleine,syp2_syp3,male,HS,209.89537032412724
Madeleine,syp2_syp3,male,HS,307.482246798603
Madeleine,syp2_syp3,male,HS,253.57025982199048
Madeleine,syp2_syp3,male,HS,138.83846536569186
Madeleine,syp2_syp3,male,HS,127.04642548462772
Madeleine,syp2_syp3,male,HS,159.57363741785852
Madeleine,syp2_syp3,male,HS,144.16207276736495
Madeleine,syp2_syp3,male,HS,154.88501818983573
Madeleine,syp2_syp3,male,HS,259.44521527299685
Madeleine,syp2_syp3,male,HS,321.8606413994169
Madeleine,syp2_syp3,male,HS,147.49778122919903
Madeleine,syp2_syp3,male,HS,235.58539918016788
Madeleine,syp2_syp3,male,HS,183.35508913168488
Madeleine,syp2_syp3,male,HS,179.14271272114576
Madeleine,syp2_syp3,male,HS,167.98712552612034
Madeleine,syp2_syp3,male,HS,176.81941470378302
Madeleine,syp2_syp3,male,HS,302.40331369661266
Madeleine,syp2_syp3,male,HS,154.48523954116058
Madeleine,syp2_syp3,male,HS,146.0108802356021
Madeleine,syp2_syp3,male,HS,175.9842023647994
Madeleine,syp2_syp3,male,HS,168.82474747474748
Madeleine,syp2_syp3,male,HS,131.39514239921095
Madeleine,syp2_syp3,male,HS,140.60788812411232
Madeleine,syp2_syp3,male,HS,132.97421203438395
Madeleine,syp2_syp3,male,HS,129.87541145490454
Madeleine,syp2_syp3,male,HS,243.8047305977481
Madeleine,syp2_syp3,male,HS,140.48034436261798
Madeleine,syp2_syp3,male,HS,152.03459491425193
Madeleine,syp2_syp3,male,HS,139.37882521262222
Madeleine,syp2_syp3,male,HS,134.98236115962277
Madeleine,syp2_syp3,male,HS,266.8736724427054
Madeleine,syp2_syp3,male,HS,203.54816836186225
Madeleine,syp2_syp3,male,HS,207.2615978493141
Madeleine,syp2_syp3,male,HS,206.1679272039707
Madeleine,syp2_syp3,male,HS,167.09139744268745
Madeleine,syp2_syp3,male,HS,173.34414752448063
Madeleine,syp2_syp3,male,HS,182.28617704222864
Madeleine,syp2_syp3,male,HS,182.3092327698309
Madeleine,syp2_syp3,male,HS,211.9552305530719
Madeleine,syp2_syp3,male,HS,212.62753238126868
Madeleine,syp2_syp3,male,HS,212.12608296809705
Madeleine,syp2_syp3,male,HS,207.41784989858013
Madeleine,syp2_syp3,male,HS,210.270079435128
Madeleine,syp2_syp3,male,HS,201.0683135102165
Madeleine,syp2_syp3,male,HS,201.3400499489159
Madeleine,syp2_syp3,male,HS,182.5820668693009
Madeleine,syp2_syp3,male,HS,204.5635798874005
Madeleine,syp2_syp3,male,HS,204.3263854218672
Madeleine,syp2_syp3,male,HS,190.056052344602
Madeleine,syp2_syp3,male,HS,211.5886510500808
Madeleine,syp2_syp3,male,HS,208.0638910207214
Madeleine,syp2_syp3,male,HS,204.22894105250836
Madeleine,syp2_syp3,male,HS,187.43972070499464
Madeleine,syp2_syp3,male,HS,198.7281140570285
Madeleine,syp2_syp3,male,HS,152.6930225548802
Madeleine,syp2_syp3,male,HS,217.027918027918
Madeleine,syp2_syp3,male,HS,222.0898969451601
Madeleine,syp2_syp3,male,HS,212.87567283707497
Madeleine,syp2_syp3,male,HS,207.57873979638632
Madeleine,syp2_syp3,male,HS,193.3647515719393
Madeleine,syp2_syp3,male,HS,190.55658966262257
Madeleine,syp2_syp3,male,HS,263.7084462756153
Madeleine,syp2_syp3,male,HS,340.3336968375136
Madeleine,syp2_syp3,male,HS,314.92173174872664
Madeleine,syp2_syp3,male,HS,290.3184222372271
Madeleine,syp2_syp3,male,HS,270.9093577981652
Madeleine,syp2_syp3,male,HS,228.48890394714556
Madeleine,syp2_syp3,male,HS,225.99090831117596
Madeleine,syp2_syp3,male,HS,209.2214118494508
Madeleine,syp2_syp3,male,HS,216.175707271452
Madeleine,syp2_syp3,male,HS,210.477873254565
Madeleine,syp2_syp3,male,HS,203.1828332957365
Madeleine,syp2_syp3,male,HS,212.0015235607792
Madeleine,syp2_syp3,male,HS,226.32456950860984
Madeleine,syp2_syp3,male,HS,199.2159110205468
Madeleine,syp2_syp3,male,HS,212.3766856457896
Madeleine,syp2_syp3,male,HS,209.2025375392853
Madeleine,syp2_syp3,male,HS,232.19221277762543
Madeleine,syp2_syp3,male,HS,231.1469791384449
Madeleine,syp2_syp3,male,HS,212.6000313823945
Madeleine,syp2_syp3,male,HS,210.6925417381807
Madeleine,syp2_syp3,male,HS,208.423291571754
Madeleine,syp2_syp3,male,HS,208.7779552715655
Madeleine,syp2_syp3,male,HS,193.767087276551
Madeleine,syp2_syp3,male,HS,341.263369981593
Madeleine,syp2_syp3,male,HS,327.9884056599309
Madeleine,syp2_syp3,male,HS,315.06481153255345
Madeleine,syp2_syp3,male,HS,316.041382702171
Madeleine,syp2_syp3,male,HS,284.9847927227276
Madeleine,syp2_syp3,male,HS,266.8196276751686
Madeleine,syp2_syp3,male,HS,229.6119291240329
Madeleine,syp2_syp3,male,HS,232.96023067705207
Madeleine,syp2_syp3,male,HS,228.7753161355589
Madeleine,syp2_syp3,male,HS,220.5564979738008
Madeleine,syp2_syp3,male,HS,235.36790217082188
Madeleine,syp2_syp3,male,HS,218.7397374453011
Madeleine,syp2_syp3,male,HS,216.0119396944248
Madeleine,syp2_syp3,male,HS,211.50217526413925
Madeleine,syp2_syp3,male,HS,213.97740274599545
Madeleine,syp2_syp3,male,HS,211.37759908098795
Madeleine,syp2_syp3,male,HS,217.6958506645024
Madeleine,syp2_syp3,male,HS,232.6888227299204
Madeleine,syp2_syp3,male,HS,205.9356959347136
Madeleine,syp2_syp3,male,HS,198.13410108765197
Madeleine,syp2_syp3,male,HS,215.86362352941177
Madeleine,syp2_syp3,male,HS,202.56222873900293
Madeleine,syp2_syp3,male,HS,222.50658010177224
Madeleine,syp2_syp3,male,HS,167.01846889952154
Madeleine,syp2_syp3,male,HS,289.805441778818
Madeleine,syp2_syp3,male,HS,366.25912408759126
Madeleine,syp2_syp3,male,HS,354.0354910315618
Madeleine,syp2_syp3,male,HS,352.66686397537586
Madeleine,syp2_syp3,male,HS,324.0234282907662
Madeleine,syp2_syp3,male,HS,285.1878635129895
Madeleine,syp2_syp3,male,HS,275.6179739599873
Madeleine,syp2_syp3,male,HS,299.074233810364
Madeleine,syp2_syp3,male,HS,291.0169406719085
Madeleine,syp2_syp3,male,HS,245.15854495538775
Madeleine,syp2_syp3,male,HS,250.8708851499634
Madeleine,syp2_syp3,male,HS,232.67198378426016
Madeleine,syp2_syp3,male,HS,246.10645963798572
Madeleine,syp2_syp3,male,HS,220.8578290105668
Madeleine,syp2_syp3,male,HS,217.22261606293767
Madeleine,syp2_syp3,male,HS,212.63427306841143
Madeleine,syp2_syp3,male,HS,224.0382875775744
Madeleine,syp2_syp3,male,HS,214.6824574389341
Madeleine,syp2_syp3,male,HS,213.0420797532496
Madeleine,syp2_syp3,male,HS,214.3493824838568
Madeleine,syp2_syp3,male,HS,200.5608799825746
Madeleine,syp2_syp3,male,HS,215.0663746425747
Madeleine,syp2_syp3,male,HS,170.3006974485742
Madeleine,syp2_syp3,male,HS,325.5589789520824
Madeleine,syp2_syp3,male,HS,351.83134480484443
Madeleine,syp2_syp3,male,HS,357.5682672996166
Madeleine,syp2_syp3,male,HS,308.9437847397676
Madeleine,syp2_syp3,male,HS,254.0977450055732
Madeleine,syp2_syp3,male,HS,244.35117328519857
Madeleine,syp2_syp3,male,HS,242.1069243727281
Madeleine,syp2_syp3,male,HS,233.5930523230756
Madeleine,syp2_syp3,male,HS,247.9013013013013
Madeleine,syp2_syp3,male,HS,222.65836030204963
Madeleine,syp2_syp3,male,HS,222.90016051364367
Madeleine,syp2_syp3,male,HS,233.3610752132334
Madeleine,syp2_syp3,male,HS,203.57968911917095
Madeleine,syp2_syp3,male,HS,235.48639825897715
Madeleine,syp2_syp3,male,HS,208.4507434944238
Madeleine,syp2_syp3,male,HS,206.9078661947711
Madeleine,syp2_syp3,male,HS,231.7398928113713
Madeleine,syp2_syp3,male,HS,298.4209530171454
Madeleine,syp2_syp3,male,HS,385.9361582626061
Madeleine,syp2_syp3,male,HS,344.9288033578839
Madeleine,syp2_syp3,male,HS,334.1519494584837
Madeleine,syp2_syp3,male,HS,343.3643296315714
Madeleine,syp2_syp3,male,HS,318.2423296077142
Madeleine,syp2_syp3,male,HS,252.3863739453869
Madeleine,syp2_syp3,male,HS,217.6825916922101
Madeleine,syp2_syp3,male,HS,236.3747060627748
Madeleine,syp2_syp3,male,HS,208.64654658236907
Madeleine,syp2_syp3,male,HS,238.18001876172607
Madeleine,syp2_syp3,male,HS,172.7231324059763
Madeleine,syp2_syp3,male,HS,149.22226281372156
Madeleine,syp2_syp3,male,HS,193.6882340713024
Madeleine,syp2_syp3,male,HS,398.776278853727
Madeleine,syp2_syp3,male,HS,373.923526914186
Madeleine,syp2_syp3,male,HS,362.3292741644264
Madeleine,syp2_syp3,male,HS,385.78213343384846
Madeleine,syp2_syp3,male,HS,228.83200562324276
Madeleine,syp2_syp3,male,HS,223.3329639889197
Madeleine,syp2_syp3,male,HS,208.4238711589764
Madeleine,syp2_syp3,male,HS,201.41906678405232
Madeleine,syp2_syp3,male,HS,216.0948019507553
Madeleine,syp2_syp3,male,HS,165.24830508474577
Madeleine,syp2_syp3,male,HS,166.3847907878235
Madeleine,syp2_syp3,male,HS,168.46404899739912
Madeleine,syp2_syp3,male,HS,253.3155873252961
Madeleine,syp2_syp3,male,HS,385.2243360098826
Madeleine,syp2_syp3,male,HS,320.58247171283654
Madeleine,syp2_syp3,male,HS,385.5997295764819
Madeleine,syp2_syp3,male,HS,216.42898457583547
Madeleine,syp2_syp3,male,HS,210.84163415193945
Madeleine,syp2_syp3,male,HS,363.52960363336086
Madeleine,syp2_syp3,male,HS,335.44842769908195
Madeleine,syp2_syp3,male,HS,359.15978246213314
Madeleine,syp2_syp3,male,HS,330.60224429990706
Madeleine,syp2_syp3,male,HS,266.49360290633393
Madeleine,syp2_syp3,male,HS,217.85052728106373
Madeleine,syp2_syp3,male,HS,164.35166596372838
Madeleine,syp2_syp3,male,HS,162.5862510401331
Madeleine,syp2_syp3,male,HS,169.55945256803872
Madeleine,syp2_syp3,male,HS,227.1986607142857
Madeleine,syp2_syp3,male,HS,359.7731680084621
Madeleine,syp2_syp3,male,HS,295.4815508182861
Madeleine,syp2_syp3,male,HS,358.5227950575202
Madeleine,syp2_syp3,male,HS,376.2684824902724
Madeleine,syp2_syp3,male,HS,302.87472192951645
Madeleine,syp2_syp3,male,HS,318.5462380921522
Madeleine,syp2_syp3,male,HS,246.87579699056363
Madeleine,syp2_syp3,male,HS,162.94295958279008
Madeleine,syp2_syp3,male,HS,174.60730624327235
Madeleine,syp2_syp3,male,HS,259.9840496233939
Madeleine,syp2_syp3,male,HS,369.64161849710985
Madeleine,syp2_syp3,male,HS,207.1269474899019
Madeleine,syp2_syp3,male,HS,174.68835690968444
Madeleine,syp2_syp3,male,HS,375.6188371302278
Madeleine,syp2_syp3,male,HS,277.71124351759903
Madeleine,syp2_syp3,male,HS,397.52714686453714
Madeleine,syp2_syp3,male,HS,402.3496177874355
Madeleine,syp2_syp3,male,HS,316.4335786453786
Madeleine,syp2_syp3,male,HS,213.3352560914968
Madeleine,syp2_syp3,male,HS,232.10467289719625
Madeleine,syp2_syp3,male,HS,245.06697122861587
Madeleine,syp2_syp3,male,HS,223.55826965065503
Madeleine,syp2_syp3,male,HS,206.88069129916568
Madeleine,syp2_syp3,male,HS,167.83858535479484
Madeleine,syp2_syp3,male,HS,158.21462450592887
Madeleine,syp2_syp3,male,HS,161.67977208829336
Madeleine,syp2_syp3,male,HS,182.0359816971714
Madeleine,syp2_syp3,male,HS,199.89827577171008
Madeleine,syp2_syp3,male,HS,390.9723894845058
Madeleine,syp2_syp3,male,HS,260.7207554632651
Madeleine,syp2_syp3,male,HS,229.1464458247067
Madeleine,syp2_syp3,male,HS,264.8456441533017
Madeleine,syp2_syp3,male,HS,245.3922717496106
Madeleine,syp2_syp3,male,HS,229.87208313651396
Madeleine,syp2_syp3,male,HS,199.78773653040588
Madeleine,syp2_syp3,male,HS,263.8201053042122
Madeleine,syp2_syp3,male,HS,238.14610910549536
Madeleine,syp2_syp3,male,HS,244.8164973102212
Madeleine,syp2_syp3,male,HS,197.36524316609948
Madeleine,syp2_syp3,male,HS,172.55897954028796
Madeleine,syp2_syp3,male,HS,169.316084700603
Madeleine,syp2_syp3,male,HS,176.1309502207706
Madeleine,syp2_syp3,male,HS,262.1623979213066
Madeleine,syp2_syp3,male,HS,243.23090178058587
Madeleine,syp2_syp3,male,HS,242.7163640885352
Madeleine,syp2_syp3,male,HS,225.0698510529019
Madeleine,syp2_syp3,male,HS,241.9374279953917
Madeleine,syp2_syp3,male,HS,233.5446937014668
Madeleine,syp2_syp3,male,HS,239.8597874224978
Madeleine,syp2_syp3,male,HS,241.05268962136992
Madeleine,syp2_syp3,male,HS,242.64216549295776
Madeleine,syp2_syp3,male,HS,215.1147331868755
Madeleine,syp2_syp3,male,HS,176.99467660367316
Madeleine,syp2_syp3,male,HS,179.83437633947707
Madeleine,syp2_syp3,male,HS,190.63617072874985
Madeleine,syp2_syp3,male,HS,247.54651313235863
Madeleine,syp2_syp3,male,HS,239.1239424703892
Madeleine,syp2_syp3,male,HS,220.1468803663423
Madeleine,syp2_syp3,male,HS,241.10468478889533
Madeleine,syp2_syp3,male,HS,243.62190976514216
Madeleine,syp2_syp3,male,HS,224.42418888531964
Madeleine,syp2_syp3,male,HS,227.68883252210875
Madeleine,syp2_syp3,male,HS,229.84322145298395
Madeleine,syp2_syp3,male,HS,203.6009070294785
Madeleine,syp2_syp3,male,HS,208.5364558754129
Madeleine,syp2_syp3,male,HS,192.94403498825625
Madeleine,syp2_syp3,male,HS,364.5512081274025
Madeleine,syp2_syp3,male,HS,382.3739102529818
Madeleine,syp2_syp3,male,HS,316.24684697820226
Madeleine,syp2_syp3,male,HS,277.6163065882892
Madeleine,syp2_syp3,male,HS,278.3945397668025
Madeleine,syp2_syp3,male,HS,262.3367067606802
Madeleine,syp2_syp3,male,HS,245.85631238345948
Madeleine,syp2_syp3,male,HS,230.1113953809985
Madeleine,syp2_syp3,male,HS,227.53439191627567
Madeleine,syp2_syp3,male,HS,228.451230271542
Madeleine,syp2_syp3,male,HS,225.87082894274675
Madeleine,syp2_syp3,male,HS,219.64424817201188
Madeleine,syp2_syp3,male,HS,233.12698941754851
Madeleine,syp2_syp3,male,HS,218.6464578672632
Madeleine,syp2_syp3,male,HS,222.68397554110453
Madeleine,syp2_syp3,male,HS,223.33917452981575
Madeleine,syp2_syp3,male,HS,231.9946530280135
Madeleine,syp2_syp3,male,HS,219.09305896805893
Madeleine,syp2_syp3,male,HS,212.1923858200642
Madeleine,syp2_syp3,male,HS,214.6774888858952
Madeleine,syp2_syp3,male,HS,210.1386210762332
Madeleine,syp2_syp3,male,HS,170.26629851204171
Madeleine,syp2_syp3,male,HS,187.3917441224713
Madeleine,syp2_syp3,male,HS,187.97547445255475
Madeleine,syp2_syp3,male,HS,178.75922686723806
Madeleine,syp2_syp3,male,HS,184.73567604160257
Madeleine,syp2_syp3,male,HS,252.68510294711345
Madeleine,syp2_syp3,male,HS,361.10989728670665
Madeleine,syp2_syp3,male,HS,408.6559995250252
Madeleine,syp2_syp3,male,HS,351.5155193719561
Madeleine,syp2_syp3,male,HS,348.4002612529255
Madeleine,syp2_syp3,male,HS,332.31694642207555
Madeleine,syp2_syp3,male,HS,325.3133676273695
Madeleine,syp2_syp3,male,HS,269.26311315140697
Madeleine,syp2_syp3,male,HS,242.1716583471991
Madeleine,syp2_syp3,male,HS,245.00096641700893
Madeleine,syp2_syp3,male,HS,218.18773477053733
Madeleine,syp2_syp3,male,HS,229.32401862940785
Madeleine,syp2_syp3,male,HS,228.3185110663984
Madeleine,syp2_syp3,male,HS,208.3106158206648
Madeleine,syp2_syp3,male,HS,198.79928151534943
Madeleine,syp2_syp3,male,HS,315.674331963001
Madeleine,syp2_syp3,male,HS,311.6343677313213
Madeleine,syp2_syp3,male,HS,398.612859601672
Madeleine,syp2_syp3,male,HS,351.7985175516293
Madeleine,syp2_syp3,male,HS,374.8307858994699
Madeleine,syp2_syp3,male,HS,348.8286607904464
Madeleine,syp2_syp3,male,HS,319.33479692645443
Madeleine,syp2_syp3,male,HS,326.0701979749131
Madeleine,syp2_syp3,male,HS,261.8732871191359
Madeleine,syp2_syp3,male,HS,236.19507413307196
Madeleine,syp2_syp3,male,HS,247.5906247700346
Madeleine,syp2_syp3,male,HS,245.7484271453737
Madeleine,syp2_syp3,male,HS,222.8728390596745
Madeleine,syp2_syp3,male,HS,237.37391368390044
Madeleine,syp2_syp3,male,HS,216.8255569567045
Madeleine,syp2_syp3,male,HS,223.33191850594227
Madeleine,syp2_syp3,male,HS,219.33379392025267
Madeleine,syp2_syp3,male,HS,204.56209035580525
Madeleine,syp2_syp3,male,HS,169.60741389375366
Madeleine,syp2_syp3,male,HS,176.87194589877836
Madeleine,syp2_syp3,male,HS,173.96213956869397
Madeleine,syp2_syp3,male,HS,413.2994143484627
Madeleine,syp2_syp3,male,HS,395.080943769913
Madeleine,syp2_syp3,male,HS,322.8655669321198
Madeleine,syp2_syp3,male,HS,332.36830102622577
Madeleine,syp2_syp3,male,HS,329.72009618687736
Madeleine,syp2_syp3,male,HS,274.26805299640256
Madeleine,syp2_syp3,male,HS,270.8521997808048
Madeleine,syp2_syp3,male,HS,260.3080293073495
Madeleine,syp2_syp3,male,HS,259.3914715719064
Madeleine,syp2_syp3,male,HS,248.07084518674864
Madeleine,syp2_syp3,male,HS,244.6552992002941
Madeleine,syp2_syp3,male,HS,250.59191477738324
Madeleine,syp2_syp3,male,HS,224.1749818357956
Madeleine,syp2_syp3,male,HS,225.27099788630548
Madeleine,syp2_syp3,male,HS,246.60566604664476
Madeleine,syp2_syp3,male,HS,221.3030386360512
Madeleine,syp2_syp3,male,HS,234.0644618834081
Madeleine,syp2_syp3,male,HS,219.62388454335127
Madeleine,syp2_syp3,male,HS,204.9345344673232
Madeleine,syp2_syp3,male,HS,180.96514423076923
Madeleine,syp2_syp3,male,HS,174.56164270368535
Madeleine,syp2_syp3,male,HS,201.94543589743589
Madeleine,syp2_syp3,male,HS,402.7449047555615
Madeleine,syp2_syp3,male,HS,324.6084046521835
Madeleine,syp2_syp3,male,HS,349.8940620034734
Madeleine,syp2_syp3,male,HS,432.2430604248299
Madeleine,syp2_syp3,male,HS,386.92426543986807
Madeleine,syp2_syp3,male,HS,303.01169795460913
Madeleine,syp2_syp3,male,HS,265.41893386418934
Madeleine,syp2_syp3,male,HS,278.62069229005886
Madeleine,syp2_syp3,male,HS,269.6160952063915
Madeleine,syp2_syp3,male,HS,249.00086151195347
Madeleine,syp2_syp3,male,HS,231.72418682235195
Madeleine,syp2_syp3,male,HS,244.3091879527259
Madeleine,syp2_syp3,male,HS,269.05016695170616
Madeleine,syp2_syp3,male,HS,250.5996835443038
Madeleine,syp2_syp3,male,HS,234.20360280217943
Madeleine,syp2_syp3,male,HS,243.93874058863796
Madeleine,syp2_syp3,male,HS,202.5162116991644
Madeleine,syp2_syp3,male,HS,224.84797248889527
Madeleine,syp2_syp3,male,HS,226.12757693456828
Madeleine,syp2_syp3,male,HS,212.1469663444742
Madeleine,syp2_syp3,male,HS,201.7265591198467
Madeleine,syp2_syp3,male,HS,194.43079680176456
Madeleine,syp2_syp3,male,HS,169.32478472482217
Madeleine,syp2_syp3,male,HS,167.2460477831927
Madeleine,syp2_syp3,male,HS,180.81356460972108
Madeleine,syp2_syp3,male,HS,181.51412290913547
Madeleine,syp2_syp3,male,HS,252.4796663190824
Madeleine,syp2_syp3,male,HS,326.7046123650638
Madeleine,syp2_syp3,male,HS,384.075205640423
Madeleine,syp2_syp3,male,HS,366.84090909090907
Madeleine,syp2_syp3,male,HS,379.1899246263254
Madeleine,syp2_syp3,male,HS,235.142868133559
Madeleine,syp2_syp3,male,HS,234.40304225352116
Madeleine,syp2_syp3,male,HS,239.68445960818843
Madeleine,syp2_syp3,male,HS,219.65643304382957
Madeleine,syp2_syp3,male,HS,233.68571670476675
Madeleine,syp2_syp3,male,HS,176.9088929713547
Madeleine,syp2_syp3,male,HS,189.9985822306238
Madeleine,syp2_syp3,male,HS,257.25109329446065
Madeleine,syp2_syp3,male,HS,231.14991447831773
Madeleine,syp2_syp3,male,HS,144.99815837937385
Madeleine,syp2_syp3,male,HS,206.35686517052483
Madeleine,syp2_syp3,male,HS,222.9165955024196
Madeleine,syp2_syp3,male,HS,215.5898106402164
Madeleine,syp2_syp3,male,HS,217.4522124728748
Madeleine,syp2_syp3,male,HS,207.56566205086432
Madeleine,syp2_syp3,male,HS,205.16708209375253
Madeleine,syp2_syp3,male,HS,208.2279514234521
Madeleine,syp2_syp3,male,HS,230.3867281283012
Madeleine,syp2_syp3,male,HS,217.8931425385616
Madeleine,syp2_syp3,male,HS,215.91859582542693
Madeleine,syp2_syp3,male,HS,257.5332372916238
Madeleine,syp2_syp3,male,HS,210.5759211016003
Madeleine,syp2_syp3,male,HS,239.33582995951417
Madeleine,syp2_syp3,male,HS,216.328144003892
Madeleine,syp2_syp3,male,HS,246.64342040414
Madeleine,syp2_syp3,male,HS,234.06075388026608
Madeleine,syp2_syp3,male,HS,213.19576673107323
Madeleine,syp2_syp3,male,HS,233.0419384902144
Madeleine,syp2_syp3,male,HS,216.51284686536485
Madeleine,syp2_syp3,male,HS,253.8645134228188
Madeleine,syp2_syp3,male,HS,224.5391914191419
Madeleine,syp2_syp3,male,HS,208.1848833314726
Madeleine,syp2_syp3,male,HS,236.1098164870376
Madeleine,syp2_syp3,male,HS,209.8985227115836
Madeleine,syp2_syp3,male,HS,214.2436566279345
Madeleine,syp2_syp3,male,HS,150.06738202376832
Madeleine,syp2_syp3,male,HS,222.4169414674361
Madeleine,syp2_syp3,male,HS,228.66502198863023
Madeleine,syp2_syp3,male,HS,222.8202189089029
Madeleine,syp2_syp3,male,HS,289.61429406606254
Madeleine,syp2_syp3,male,HS,244.70663621959176
Madeleine,syp2_syp3,male,HS,278.56617289946576
Madeleine,syp2_syp3,male,HS,275.9779416739969
Madeleine,syp2_syp3,male,HS,263.6299453409682
Madeleine,syp2_syp3,male,HS,193.6820930623215
Madeleine,syp2_syp3,male,HS,223.01115865424956
Madeleine,syp2_syp3,male,HS,283.8863948694457
Madeleine,syp2_syp3,male,HS,246.47227574395205
Madeleine,syp2_syp3,male,HS,219.9726908477436
Madeleine,syp2_syp3,male,HS,226.0994708994709
Madeleine,syp2_syp3,male,HS,254.23828882934487
Madeleine,syp2_syp3,male,HS,212.03452908773343
Madeleine,syp2_syp3,male,HS,252.9541241013999
Madeleine,syp2_syp3,male,HS,220.1898962084304
Madeleine,syp2_syp3,male,HS,245.40011363139723
Madeleine,syp2_syp3,male,HS,232.8006506048592
Madeleine,syp2_syp3,male,HS,230.52567416214356
Madeleine,syp2_syp3,male,HS,235.4605602653889
Madeleine,syp2_syp3,male,HS,300.17914485939855
Madeleine,syp2_syp3,male,HS,253.5652011922504
Madeleine,syp2_syp3,male,HS,261.6079442234988
Madeleine,syp2_syp3,male,HS,264.04291121346165
Madeleine,syp2_syp3,male,HS,230.70903656821375
Madeleine,syp2_syp3,male,HS,318.2452951240376
Madeleine,syp2_syp3,male,HS,316.80958267405066
Madeleine,syp2_syp3,male,HS,263.18482156771074
Madeleine,syp2_syp3,male,HS,259.8489784455522
Madeleine,syp2_syp3,male,HS,271.66518548441394
Madeleine,syp2_syp3,male,HS,307.4814387699066
Madeleine,syp2_syp3,male,HS,323.437675891182
Madeleine,syp2_syp3,male,HS,283.2924535399895
Madeleine,syp2_syp3,male,HS,296.2185494223363
Madeleine,syp2_syp3,male,HS,165.0910598522539
Madeleine,syp2_syp3,male,HS,213.4981252343457
Madeleine,syp2_syp3,male,HS,202.8295777507105
Madeleine,syp2_syp3,male,HS,233.50225896376045
Madeleine,syp2_syp3,male,HS,256.02190642026625
Madeleine,syp2_syp3,male,HS,235.7417876986061
Madeleine,syp2_syp3,male,HS,306.11710501055865
Madeleine,syp2_syp3,male,HS,233.019926799512
Madeleine,syp2_syp3,male,HS,313.4231632080763
Madeleine,syp2_syp3,male,HS,309.2916536557077
Madeleine,syp2_syp3,male,HS,242.49647099328627
Madeleine,syp2_syp3,male,HS,202.8397435897436
Madeleine,syp2_syp3,male,HS,221.3665708377465
Madeleine,syp2_syp3,male,HS,287.4942618167672
Madeleine,syp2_syp3,male,HS,272.5085562302404
Madeleine,syp2_syp3,male,HS,234.4883597883598
Madeleine,syp2_syp3,male,HS,312.2653975927884
Madeleine,syp2_syp3,male,HS,230.4234293193717
Madeleine,syp2_syp3,male,HS,295.12723332530703
Madeleine,syp2_syp3,male,HS,185.4115514741421
Madeleine,syp2_syp3,male,HS,262.29345614222984
Madeleine,syp2_syp3,male,HS,165.5409997268506
Madeleine,syp2_syp3,male,HS,302.55152340265715
Madeleine,syp2_syp3,male,HS,243.2763554949869
Madeleine,syp2_syp3,male,HS,268.36895797911103
Madeleine,syp2_syp3,male,HS,284.8209398587777
