dataset,geno,sex,treat,syp
Madeleine,msh5/ccw66,herm,HS,128.5391926922602
Madeleine,msh5/ccw66,herm,HS,134.17364512561227
Madeleine,msh5/ccw66,herm,HS,136.97073114298937
Madeleine,msh5/ccw66,herm,HS,136.82407285205227
Madeleine,msh5/ccw66,herm,HS,193.37598665925515
Madeleine,msh5/ccw66,herm,HS,164.54866151564818
Madeleine,msh5/ccw66,herm,HS,223.56210691823895
Madeleine,msh5/ccw66,herm,HS,155.27847668535486
Madeleine,msh5/ccw66,herm,HS,171.6763044200731
Madeleine,msh5/ccw66,herm,HS,161.61460846676903
Madeleine,msh5/ccw66,herm,HS,170.31837171933583
Madeleine,msh5/ccw66,herm,HS,160.32832907971775
Madeleine,msh5/ccw66,herm,HS,173.6215861657722
Madeleine,msh5/ccw66,herm,HS,154.46492434663
Madeleine,msh5/ccw66,herm,HS,168.92430314364591
Madeleine,msh5/ccw66,herm,HS,152.40385807251317
Madeleine,msh5/ccw66,herm,HS,165.2513914656772
Madeleine,msh5/ccw66,herm,HS,253.87118248175184
Madeleine,msh5/ccw66,herm,HS,209.50543792664584
Madeleine,msh5/ccw66,herm,HS,143.0182776801406
Madeleine,msh5/ccw66,herm,HS,137.38969597124458
Madeleine,msh5/ccw66,herm,HS,337.2251544076362
Madeleine,msh5/ccw66,herm,HS,137.69727469804894
Madeleine,msh5/ccw66,herm,HS,339.5172831699863
Madeleine,msh5/ccw66,herm,HS,268.2490313831848
Madeleine,msh5/ccw66,herm,HS,127.20215759849906
Madeleine,msh5/ccw66,herm,HS,228.234339891489
Madeleine,msh5/ccw66,herm,HS,249.2934148374549
Madeleine,msh5/ccw66,herm,HS,326.86024889143187
Madeleine,msh5/ccw66,herm,HS,275.1079713201181
Madeleine,msh5/ccw66,herm,HS,406.75786573332834
Madeleine,msh5/ccw66,herm,HS,185.059670304156
Madeleine,msh5/ccw66,herm,HS,164.1388826564954
Madeleine,msh5/ccw66,herm,HS,152.67998082760823
Madeleine,msh5/ccw66,herm,HS,172.7615463128349
Madeleine,msh5/ccw66,herm,HS,153.30719703651437
Madeleine,msh5/ccw66,herm,HS,162.11211361737676
Madeleine,msh5/ccw66,herm,HS,204.1551085760032
Madeleine,msh5/ccw66,herm,HS,155.55860892637165
Madeleine,msh5/ccw66,herm,HS,172.99566348655682
Madeleine,msh5/ccw66,herm,HS,225.53004661855803
Madeleine,msh5/ccw66,herm,HS,164.30370937879078
Madeleine,msh5/ccw66,herm,HS,205.4924623115578
Madeleine,msh5/ccw66,herm,HS,175.75349879728844
Madeleine,msh5/ccw66,herm,HS,125.95743647839456
Madeleine,msh5/ccw66,herm,HS,430.90958379843727
Madeleine,msh5/ccw66,herm,HS,240.17669196512577
Madeleine,msh5/ccw66,herm,HS,286.0601307913988
Madeleine,msh5/ccw66,herm,HS,134.23432835820896
Madeleine,msh5/ccw66,herm,HS,128.8552132482191
Madeleine,msh5/ccw66,herm,HS,229.10637095634976
Madeleine,msh5/ccw66,herm,HS,219.93172866520788
Madeleine,msh5/ccw66,herm,HS,153.35719921104536
Madeleine,msh5/ccw66,herm,HS,160.76831723027377
Madeleine,msh5/ccw66,herm,HS,164.13616877256317
Madeleine,msh5/ccw66,herm,HS,155.9613468013468
Madeleine,msh5/ccw66,herm,HS,168.34555712270804
Madeleine,msh5/ccw66,herm,HS,155.2204767063922
Madeleine,msh5/ccw66,herm,HS,157.73211551082915
Madeleine,msh5/ccw66,herm,HS,157.51312684365783
Madeleine,msh5/ccw66,herm,HS,168.32861574253587
Madeleine,msh5/ccw66,herm,HS,175.63878156168568
Madeleine,msh5/ccw66,herm,HS,160.72788903260337
Madeleine,msh5/ccw66,herm,HS,171.15073891625616
Madeleine,msh5/ccw66,herm,HS,168.46134110787173
Madeleine,msh5/ccw66,herm,HS,207.56709393770512
Madeleine,msh5/ccw66,herm,HS,178.8239914900581
Madeleine,msh5/ccw66,herm,HS,160.2277889506684
Madeleine,msh5/ccw66,herm,HS,174.46683867941124
Madeleine,msh5/ccw66,herm,HS,119.39101328735164
Madeleine,msh5/ccw66,herm,HS,215.59714716601732
Madeleine,msh5/ccw66,herm,HS,234.40832882639265
Madeleine,msh5/ccw66,herm,HS,143.3147676252882
Madeleine,msh5/ccw66,herm,HS,127.86492427943332
Madeleine,msh5/ccw66,herm,HS,441.9608263061616
Madeleine,msh5/ccw66,herm,HS,190.05198605404055
Madeleine,msh5/ccw66,herm,HS,357.04510410224697
Madeleine,msh5/ccw66,herm,HS,119.45777257655548
Madeleine,msh5/ccw66,herm,HS,180.1949205359925
Madeleine,msh5/ccw66,herm,HS,163.46265734265734
Madeleine,msh5/ccw66,herm,HS,152.57920366657115
Madeleine,msh5/ccw66,herm,HS,158.93191964285714
Madeleine,msh5/ccw66,herm,HS,174.5553818494489
Madeleine,msh5/ccw66,herm,HS,162.60668517727467
Madeleine,msh5/ccw66,herm,HS,158.1012658227848
Madeleine,msh5/ccw66,herm,HS,160.22567414259535
Madeleine,msh5/ccw66,herm,HS,239.298473841302
Madeleine,msh5/ccw66,herm,HS,193.30356255178128
Madeleine,msh5/ccw66,herm,HS,269.51810732223106
Madeleine,msh5/ccw66,herm,HS,295.6457955409913
Madeleine,msh5/ccw66,herm,HS,210.652839859348
Madeleine,msh5/ccw66,herm,HS,357.212090005664
Madeleine,msh5/ccw66,herm,HS,364.2839284799426
Madeleine,msh5/ccw66,herm,HS,205.54927090166004
Madeleine,msh5/ccw66,herm,HS,254.6750036998668
Madeleine,msh5/ccw66,herm,HS,369.0177723131951
Madeleine,msh5/ccw66,herm,HS,279.2248370518927
Madeleine,msh5/ccw66,herm,HS,219.43903170201605
Madeleine,msh5/ccw66,herm,HS,206.95946763460373
Madeleine,msh5/ccw66,herm,HS,165.81958724202627
Madeleine,msh5/ccw66,herm,HS,222.9248109773173
Madeleine,msh5/ccw66,herm,HS,155.59844864060173
Madeleine,msh5/ccw66,herm,HS,165.4305067083496
Madeleine,msh5/ccw66,herm,HS,157.10197409782472
Madeleine,msh5/ccw66,herm,HS,165.85298237852982
Madeleine,msh5/ccw66,herm,HS,187.1120148961192
Madeleine,msh5/ccw66,herm,HS,167.70591189553738
Madeleine,msh5/ccw66,herm,HS,165.25948323254536
Madeleine,msh5/ccw66,herm,HS,199.34496688741723
Madeleine,msh5/ccw66,herm,HS,199.4507401374035
Madeleine,msh5/ccw66,herm,HS,277.52647333038914
Madeleine,msh5/ccw66,herm,HS,236.07645606091788
Madeleine,msh5/ccw66,herm,HS,123.15754532775452
Madeleine,msh5/ccw66,herm,HS,318.5591488517435
Madeleine,msh5/ccw66,herm,HS,232.9361618432144
Madeleine,msh5/ccw66,herm,HS,129.97701053335564
Madeleine,msh5/ccw66,herm,HS,212.63669138153867
Madeleine,msh5/ccw66,herm,HS,162.5305015815635
Madeleine,msh5/ccw66,herm,HS,164.50061515748033
Madeleine,msh5/ccw66,herm,HS,156.25119766715267
Madeleine,msh5/ccw66,herm,HS,160.9058635819705
Madeleine,msh5/ccw66,herm,HS,152.26858584359698
Madeleine,msh5/ccw66,herm,HS,174.30286582718193
Madeleine,msh5/ccw66,herm,HS,155.2420881537432
Madeleine,msh5/ccw66,herm,HS,142.87298481765535
Madeleine,msh5/ccw66,herm,HS,165.39133702903317
Madeleine,msh5/ccw66,herm,HS,245.78429890394688
Madeleine,msh5/ccw66,herm,HS,222.8380639868745
Madeleine,msh5/ccw66,herm,HS,232.6844404726442
Madeleine,msh5/ccw66,herm,HS,124.37858488591166
Madeleine,msh5/ccw66,herm,HS,233.30673888644904
Madeleine,msh5/ccw66,herm,HS,131.54520525848858
Madeleine,msh5/ccw66,herm,HS,275.133759577815
Madeleine,msh5/ccw66,herm,HS,304.5072056997895
Madeleine,msh5/ccw66,herm,HS,267.0423253836342
Madeleine,msh5/ccw66,herm,HS,178.5296105055141
Madeleine,msh5/ccw66,herm,HS,189.52302631578948
Madeleine,msh5/ccw66,herm,HS,152.2467298150654
Madeleine,msh5/ccw66,herm,HS,156.77412385981756
Madeleine,msh5/ccw66,herm,HS,168.36420249096022
Madeleine,msh5/ccw66,herm,HS,153.404626569729
Madeleine,msh5/ccw66,herm,HS,157.3489189189189
Madeleine,msh5/ccw66,herm,HS,160.72600037572798
Madeleine,msh5/ccw66,herm,HS,177.07642389477954
Madeleine,msh5/ccw66,herm,HS,182.1864065377532
Madeleine,msh5/ccw66,herm,HS,224.6621997330961
Madeleine,msh5/ccw66,herm,HS,301.34627389777603
Madeleine,msh5/ccw66,herm,HS,325.1808147882268
Madeleine,msh5/ccw66,herm,HS,204.1968269915024
Madeleine,msh5/ccw66,herm,HS,462.7061526816609
Madeleine,msh5/ccw66,herm,HS,399.9332050438041
Madeleine,msh5/ccw66,herm,HS,164.393280260766
Madeleine,msh5/ccw66,herm,HS,163.00693340118312
Madeleine,msh5/ccw66,herm,HS,163.47732997481108
Madeleine,msh5/ccw66,herm,HS,148.69649600421533
Madeleine,msh5/ccw66,herm,HS,152.90831377807575
Madeleine,msh5/ccw66,herm,HS,178.35541418890887
Madeleine,msh5/ccw66,herm,HS,153.29902138455964
Madeleine,msh5/ccw66,herm,HS,154.05198412698414
Madeleine,msh5/ccw66,herm,HS,149.65984384891328
Madeleine,msh5/ccw66,herm,HS,208.57915817581335
Madeleine,msh5/ccw66,herm,HS,131.3768260956574
Madeleine,msh5/ccw66,herm,HS,282.7348252344416
Madeleine,msh5/ccw66,herm,HS,305.95665254237286
Madeleine,msh5/ccw66,herm,HS,292.78726653866295
Madeleine,msh5/ccw66,herm,HS,162.05745967741936
Madeleine,msh5/ccw66,herm,HS,167.6827909050379
Madeleine,msh5/ccw66,herm,HS,154.7098085189527
Madeleine,msh5/ccw66,herm,HS,155.25052422469926
Madeleine,msh5/ccw66,herm,HS,160.20353725717598
Madeleine,msh5/ccw66,herm,HS,157.97618712131887
Madeleine,msh5/ccw66,herm,HS,159.5719355165771
Madeleine,msh5/ccw66,herm,HS,162.41062801932367
Madeleine,msh5/ccw66,herm,HS,175.214066473735
Madeleine,msh5/ccw66,herm,HS,171.99560170163673
Madeleine,msh5/ccw66,herm,HS,204.99167008857864
Madeleine,msh5/ccw66,herm,HS,197.00065659881813
Madeleine,msh5/ccw66,herm,HS,283.5786729373275
Madeleine,msh5/ccw66,herm,HS,206.98338143098812
Madeleine,msh5/ccw66,herm,HS,222.9530706029801
Madeleine,msh5/ccw66,herm,HS,221.4469700352789
Madeleine,msh5/ccw66,herm,HS,203.6872586872587
Madeleine,msh5/ccw66,herm,HS,280.82174290992066
Madeleine,msh5/ccw66,herm,HS,178.4260181658365
Madeleine,msh5/ccw66,herm,HS,400.249680290552
Madeleine,msh5/ccw66,herm,HS,169.77710247349825
Madeleine,msh5/ccw66,herm,HS,220.68546042530951
Madeleine,msh5/ccw66,herm,HS,168.7582072907228
Madeleine,msh5/ccw66,herm,HS,140.4178421654594
Madeleine,msh5/ccw66,herm,HS,164.75633828323072
Madeleine,msh5/ccw66,herm,HS,163.86493672232265
Madeleine,msh5/ccw66,herm,HS,148.4911494510419
Madeleine,msh5/ccw66,herm,HS,160.38046677880573
Madeleine,msh5/ccw66,herm,HS,148.93087129214908
Madeleine,msh5/ccw66,herm,HS,151.45920184351104
Madeleine,msh5/ccw66,herm,HS,190.092071952032
Madeleine,msh5/ccw66,herm,HS,174.0395622895623
Madeleine,msh5/ccw66,herm,HS,170.61382923769463
Madeleine,msh5/ccw66,herm,HS,153.5666840032692
Madeleine,msh5/ccw66,herm,HS,122.77277376244376
Madeleine,msh5/ccw66,herm,HS,299.39378362797845
Madeleine,msh5/ccw66,herm,HS,212.4950176622555
Madeleine,msh5/ccw66,herm,HS,258.07745504840943
Madeleine,msh5/ccw66,herm,HS,332.1984149773158
Madeleine,msh5/ccw66,herm,HS,178.6689790897909
Madeleine,msh5/ccw66,herm,HS,132.13498041578788
Madeleine,msh5/ccw66,herm,HS,246.874283331596
Madeleine,msh5/ccw66,herm,HS,460.11939894409096
Madeleine,msh5/ccw66,herm,HS,126.8207210532792
Madeleine,msh5/ccw66,herm,HS,448.6806069424236
Madeleine,msh5/ccw66,herm,HS,128.22527651268706
Madeleine,msh5/ccw66,herm,HS,126.92003676470588
Madeleine,msh5/ccw66,herm,HS,135.94698354661793
Madeleine,msh5/ccw66,herm,HS,322.1554113677654
Madeleine,msh5/ccw66,herm,HS,361.6481205367653
Madeleine,msh5/ccw66,herm,HS,162.17359375
Madeleine,msh5/ccw66,herm,HS,161.6700213118636
Madeleine,msh5/ccw66,herm,HS,150.83676043900593
Madeleine,msh5/ccw66,herm,HS,156.44585887160144
Madeleine,msh5/ccw66,herm,HS,169.95982019998166
Madeleine,msh5/ccw66,herm,HS,164.26233741392502
Madeleine,msh5/ccw66,herm,HS,157.4930879712747
Madeleine,msh5/ccw66,herm,HS,159.40698503207412
Madeleine,msh5/ccw66,herm,HS,150.04711425206125
Madeleine,msh5/ccw66,herm,HS,165.89644285413598
Madeleine,msh5/ccw66,herm,HS,173.29132535181685
Madeleine,msh5/ccw66,herm,HS,182.03354214574577
Madeleine,msh5/ccw66,herm,HS,158.74794287335666
Madeleine,msh5/ccw66,herm,HS,179.2805782060786
Madeleine,msh5/ccw66,herm,HS,185.8597899525052
Madeleine,msh5/ccw66,herm,HS,189.4602275387425
Madeleine,msh5/ccw66,herm,HS,125.13626157732249
Madeleine,msh5/ccw66,herm,HS,202.78457191867213
Madeleine,msh5/ccw66,herm,HS,434.1159636381127
Madeleine,msh5/ccw66,herm,HS,267.89016123122025
Madeleine,msh5/ccw66,herm,HS,346.8484588633224
Madeleine,msh5/ccw66,herm,HS,259.9173163451686
Madeleine,msh5/ccw66,herm,HS,351.3192062714356
Madeleine,msh5/ccw66,herm,HS,375.5009337957846
Madeleine,msh5/ccw66,herm,HS,229.59631505805356
Madeleine,msh5/ccw66,herm,HS,198.20862328717985
Madeleine,msh5/ccw66,herm,HS,155.47478950933902
Madeleine,msh5/ccw66,herm,HS,156.2931535818134
Madeleine,msh5/ccw66,herm,HS,152.39827414537007
Madeleine,msh5/ccw66,herm,HS,155.746377740736
Madeleine,msh5/ccw66,herm,HS,160.4235817104149
Madeleine,msh5/ccw66,herm,HS,168.23376467047848
Madeleine,msh5/ccw66,herm,HS,168.07360421279398
Madeleine,msh5/ccw66,herm,HS,210.02057013281504
Madeleine,msh5/ccw66,herm,HS,317.928002161286
Madeleine,msh5/ccw66,herm,HS,324.7663572819984
Madeleine,msh5/ccw66,herm,HS,189.61305466237943
Madeleine,msh5/ccw66,herm,HS,223.9339075876004
Madeleine,msh5/ccw66,herm,HS,255.08859252202905
Madeleine,msh5/ccw66,herm,HS,339.4809649258743
Madeleine,msh5/ccw66,herm,HS,435.7870456435595
Madeleine,msh5/ccw66,herm,HS,195.23506614993985
Madeleine,msh5/ccw66,herm,HS,414.4312440191388
Madeleine,msh5/ccw66,herm,HS,466.9881776810447
Madeleine,msh5/ccw66,herm,HS,513.6060352466279
Madeleine,msh5/ccw66,herm,HS,296.31879560513295
Madeleine,msh5/ccw66,herm,HS,293.48437752300987
Madeleine,msh5/ccw66,herm,HS,189.05091831331345
Madeleine,msh5/ccw66,herm,HS,149.7133842810068
Madeleine,msh5/ccw66,herm,HS,159.2995633187773
Madeleine,msh5/ccw66,herm,HS,162.68619293906005
Madeleine,msh5/ccw66,herm,HS,163.2313414926806
Madeleine,msh5/ccw66,herm,HS,158.72108902333622
Madeleine,msh5/ccw66,herm,HS,158.65326695706284
Madeleine,msh5/ccw66,herm,HS,163.7132770529547
Madeleine,msh5/ccw66,herm,HS,198.1879047927461
Madeleine,msh5/ccw66,herm,HS,174.54099036430154
Madeleine,msh5/ccw66,herm,HS,184.2504766857341
Madeleine,msh5/ccw66,herm,HS,265.5173725801731
Madeleine,msh5/ccw66,herm,HS,186.71455556155215
Madeleine,msh5/ccw66,herm,HS,223.9607334691609
Madeleine,msh5/ccw66,herm,HS,220.12250321094825
Madeleine,msh5/ccw66,herm,HS,275.58905783328805
Madeleine,msh5/ccw66,herm,HS,366.0100921935519
Madeleine,msh5/ccw66,herm,HS,369.0564070009975
Madeleine,msh5/ccw66,herm,HS,417.2468178815239
Madeleine,msh5/ccw66,herm,HS,314.79738165423964
Madeleine,msh5/ccw66,herm,HS,408.9328457142857
Madeleine,msh5/ccw66,herm,HS,492.2325290995853
Madeleine,msh5/ccw66,herm,HS,221.67434932580747
Madeleine,msh5/ccw66,herm,HS,474.224039799317
Madeleine,msh5/ccw66,herm,HS,201.3494203761426
Madeleine,msh5/ccw66,herm,HS,165.5646724382995
Madeleine,msh5/ccw66,herm,HS,152.46257015124132
Madeleine,msh5/ccw66,herm,HS,158.35066844919783
Madeleine,msh5/ccw66,herm,HS,160.7647699656415
Madeleine,msh5/ccw66,herm,HS,152.65145169305032
Madeleine,msh5/ccw66,herm,HS,167.8381945726417
Madeleine,msh5/ccw66,herm,HS,159.65943267259055
Madeleine,msh5/ccw66,herm,HS,157.43663425965758
Madeleine,msh5/ccw66,herm,HS,142.22622205380827
Madeleine,msh5/ccw66,herm,HS,147.99704491725768
Madeleine,msh5/ccw66,herm,HS,176.1402797951227
Madeleine,msh5/ccw66,herm,HS,160.48043036258895
Madeleine,msh5/ccw66,herm,HS,156.0724089276552
Madeleine,msh5/ccw66,herm,HS,189.97396711023305
Madeleine,msh5/ccw66,herm,HS,135.00898718349484
Madeleine,msh5/ccw66,herm,HS,169.7629229582277
Madeleine,msh5/ccw66,herm,HS,191.51562261073448
Madeleine,msh5/ccw66,herm,HS,192.387942719076
Madeleine,msh5/ccw66,herm,HS,213.2590922604301
Madeleine,msh5/ccw66,herm,HS,264.49561206120615
Madeleine,msh5/ccw66,herm,HS,228.81731754525788
Madeleine,msh5/ccw66,herm,HS,209.941743845674
Madeleine,msh5/ccw66,herm,HS,232.26763368915675
Madeleine,msh5/ccw66,herm,HS,261.24994112937406
Madeleine,msh5/ccw66,herm,HS,247.3003496133065
Madeleine,msh5/ccw66,herm,HS,235.60204972654992
Madeleine,msh5/ccw66,herm,HS,128.25321261682242
Madeleine,msh5/ccw66,herm,HS,271.85047980361526
Madeleine,msh5/ccw66,herm,HS,320.40255263966145
Madeleine,msh5/ccw66,herm,HS,179.1404469038525
Madeleine,msh5/ccw66,herm,HS,194.12422627697936
Madeleine,msh5/ccw66,herm,HS,201.088150868854
Madeleine,msh5/ccw66,herm,HS,174.15834670721063
Madeleine,msh5/ccw66,herm,HS,281.0777944539737
Madeleine,msh5/ccw66,herm,HS,188.1869217500392
Madeleine,msh5/ccw66,herm,HS,162.02855586679115
Madeleine,msh5/ccw66,herm,HS,165.29879726436602
Madeleine,msh5/ccw66,herm,HS,162.92058534844293
Madeleine,msh5/ccw66,herm,HS,157.15223336371923
Madeleine,msh5/ccw66,herm,HS,159.808970574231
Madeleine,msh5/ccw66,herm,HS,143.81716012084593
Madeleine,msh5/ccw66,herm,HS,153.0469059678485
Madeleine,msh5/ccw66,herm,HS,155.8844584569733
Madeleine,msh5/ccw66,herm,HS,152.94742771310553
Madeleine,msh5/ccw66,herm,HS,151.9756282495667
Madeleine,msh5/ccw66,herm,HS,166.88643693770155
Madeleine,msh5/ccw66,herm,HS,174.80105780829544
Madeleine,msh5/ccw66,herm,HS,153.3439039408867
Madeleine,msh5/ccw66,herm,HS,164.58726399578975
Madeleine,msh5/ccw66,herm,HS,186.9930983025555
Madeleine,msh5/ccw66,herm,HS,240.17138541006773
Madeleine,msh5/ccw66,herm,HS,249.9279879114133
Madeleine,msh5/ccw66,herm,HS,186.48344175044352
Madeleine,msh5/ccw66,herm,HS,226.2635925671025
Madeleine,msh5/ccw66,herm,HS,369.3772593526692
Madeleine,msh5/ccw66,herm,HS,281.53814278582126
Madeleine,msh5/ccw66,herm,HS,345.4129197761194
Madeleine,msh5/ccw66,herm,HS,218.50074899353996
Madeleine,msh5/ccw66,herm,HS,220.74582739670265
Madeleine,msh5/ccw66,herm,HS,247.10059696676348
Madeleine,msh5/ccw66,herm,HS,283.4312689111035
Madeleine,msh5/ccw66,herm,HS,207.256369107322
Madeleine,msh5/ccw66,herm,HS,315.9086104083845
Madeleine,msh5/ccw66,herm,HS,185.8690574107584
Madeleine,msh5/ccw66,herm,HS,192.7856276082517
Madeleine,msh5/ccw66,herm,HS,191.33433346335025
Madeleine,msh5/ccw66,herm,HS,265.8274550785219
Madeleine,msh5/ccw66,herm,HS,160.53642479924764
Madeleine,msh5/ccw66,herm,HS,151.95114332125453
Madeleine,msh5/ccw66,herm,HS,152.62105612753237
Madeleine,msh5/ccw66,herm,HS,146.2748311481923
Madeleine,msh5/ccw66,herm,HS,161.6271946937183
Madeleine,msh5/ccw66,herm,HS,149.37338893100835
Madeleine,msh5/ccw66,herm,HS,158.05296887261312
Madeleine,msh5/ccw66,herm,HS,147.61545138888889
Madeleine,msh5/ccw66,herm,HS,160.54105900830154
Madeleine,msh5/ccw66,herm,HS,163.4793388429752
Madeleine,msh5/ccw66,herm,HS,171.53146569224523
Madeleine,msh5/ccw66,herm,HS,192.57565623422516
Madeleine,msh5/ccw66,herm,HS,172.8574329570567
Madeleine,msh5/ccw66,herm,HS,172.14837478246224
Madeleine,msh5/ccw66,herm,HS,158.65444715500757
Madeleine,msh5/ccw66,herm,HS,259.1772932496421
Madeleine,msh5/ccw66,herm,HS,273.9153225806452
Madeleine,msh5/ccw66,herm,HS,276.00264123257523
Madeleine,msh5/ccw66,herm,HS,330.93361156194453
Madeleine,msh5/ccw66,herm,HS,208.8917612764652
Madeleine,msh5/ccw66,herm,HS,242.61508891458573
Madeleine,msh5/ccw66,herm,HS,166.24766878030584
Madeleine,msh5/ccw66,herm,HS,156.76007677543186
Madeleine,msh5/ccw66,herm,HS,154.62135241301908
Madeleine,msh5/ccw66,herm,HS,166.22006927906477
Madeleine,msh5/ccw66,herm,HS,152.1444342226311
Madeleine,msh5/ccw66,herm,HS,152.69743290548425
Madeleine,msh5/ccw66,herm,HS,161.15152262359757
Madeleine,msh5/ccw66,herm,HS,147.8136101005778
Madeleine,msh5/ccw66,herm,HS,154.28204172876303
Madeleine,msh5/ccw66,herm,HS,213.8011908366132
Madeleine,msh5/ccw66,herm,HS,154.94708077845908
Madeleine,msh5/ccw66,herm,HS,155.1891891891892
Madeleine,msh5/ccw66,herm,HS,148.54804421768708
Madeleine,msh5/ccw66,herm,HS,157.91066947706514
Madeleine,msh5/ccw66,herm,HS,160.37881006255824
Madeleine,msh5/ccw66,herm,HS,172.41356273451083
Madeleine,msh5/ccw66,herm,HS,171.14735809733972
Madeleine,msh5/ccw66,herm,HS,292.50856536727656
Madeleine,msh5/ccw66,herm,HS,224.3519333773571
Madeleine,msh5/ccw66,herm,HS,184.73460502950107
Madeleine,msh5/ccw66,herm,HS,238.8609587484989
Madeleine,msh5/ccw66,herm,HS,157.5200288704439
Madeleine,msh5/ccw66,herm,HS,168.9176674364896
Madeleine,msh5/ccw66,herm,HS,157.23293618739902
Madeleine,msh5/ccw66,herm,HS,159.26099803020355
Madeleine,msh5/ccw66,herm,HS,158.39305584174738
Madeleine,msh5/ccw66,herm,HS,150.41304347826087
Madeleine,msh5/ccw66,herm,HS,146.54565778159932
Madeleine,msh5/ccw66,herm,HS,157.1669437517318
Madeleine,msh5/ccw66,herm,HS,173.0986501573125
Madeleine,msh5/ccw66,herm,HS,159.2535803104365
Madeleine,msh5/ccw66,herm,HS,152.43548091042584
Madeleine,msh5/ccw66,herm,HS,161.41669568245126
Madeleine,msh5/ccw66,herm,HS,375.34760131191285
Madeleine,msh5/ccw66,herm,HS,182.882262783893
Madeleine,msh5/ccw66,herm,HS,349.1928078082947
Madeleine,msh5/ccw66,herm,HS,160.41169028340082
Madeleine,msh5/ccw66,herm,HS,158.95087888273537
Madeleine,msh5/ccw66,herm,HS,161.29325171257835
Madeleine,msh5/ccw66,herm,HS,149.6803374054683
Madeleine,msh5/ccw66,herm,HS,146.4690243902439
Madeleine,msh5/ccw66,herm,HS,151.28645893663847
Madeleine,msh5/ccw66,herm,HS,165.06428484627537
Madeleine,msh5/ccw66,herm,HS,151.6100228534117
Madeleine,msh5/ccw66,herm,HS,149.3804732118575
Madeleine,msh5/ccw66,herm,HS,150.4632325022149
Madeleine,msh5/ccw66,herm,HS,150.09638716635212
Madeleine,msh5/ccw66,herm,HS,148.54438058748403
Madeleine,msh5/ccw66,herm,HS,141.60601819454163
Madeleine,msh5/ccw66,herm,HS,146.26463003372348
Madeleine,msh5/ccw66,male,HS,179.2248860126489
Madeleine,msh5/ccw66,male,HS,264.4545848453664
Madeleine,msh5/ccw66,male,HS,142.1086716617297
Madeleine,msh5/ccw66,male,HS,156.2752484927489
Madeleine,msh5/ccw66,male,HS,135.32206464379948
Madeleine,msh5/ccw66,male,HS,141.73650363851752
Madeleine,msh5/ccw66,male,HS,212.88377053906024
Madeleine,msh5/ccw66,male,HS,146.8179707038228
Madeleine,msh5/ccw66,male,HS,124.98016043728016
Madeleine,msh5/ccw66,male,HS,132.81325902024054
Madeleine,msh5/ccw66,male,HS,143.25895036615134
Madeleine,msh5/ccw66,male,HS,143.70767737761483
Madeleine,msh5/ccw66,male,HS,146.85648272527
Madeleine,msh5/ccw66,male,HS,195.4701889993873
Madeleine,msh5/ccw66,male,HS,126.37950950029295
Madeleine,msh5/ccw66,male,HS,141.15994847297517
Madeleine,msh5/ccw66,male,HS,216.8633521271143
Madeleine,msh5/ccw66,male,HS,206.0921332046332
Madeleine,msh5/ccw66,male,HS,394.6704234422798
Madeleine,msh5/ccw66,male,HS,127.1416589002796
Madeleine,msh5/ccw66,male,HS,152.71375110067507
Madeleine,msh5/ccw66,male,HS,150.98992358720295
Madeleine,msh5/ccw66,male,HS,132.70259555688534
Madeleine,msh5/ccw66,male,HS,154.90322032458153
Madeleine,msh5/ccw66,male,HS,140.8122540753232
Madeleine,msh5/ccw66,male,HS,136.67114767255217
Madeleine,msh5/ccw66,male,HS,722.1598813171847
Madeleine,msh5/ccw66,male,HS,492.18870927629945
Madeleine,msh5/ccw66,male,HS,410.6360856269113
Madeleine,msh5/ccw66,male,HS,617.1361146496815
Madeleine,msh5/ccw66,male,HS,154.56780136163397
Madeleine,msh5/ccw66,male,HS,151.69401584653878
Madeleine,msh5/ccw66,male,HS,152.5974672094075
Madeleine,msh5/ccw66,male,HS,149.8059743954481
Madeleine,msh5/ccw66,male,HS,178.96276397900567
Madeleine,msh5/ccw66,male,HS,151.6661119081779
Madeleine,msh5/ccw66,male,HS,134.695614871306
Madeleine,msh5/ccw66,male,HS,192.10389834903623
Madeleine,msh5/ccw66,male,HS,187.20563419244775
Madeleine,msh5/ccw66,male,HS,194.0717151882524
Madeleine,msh5/ccw66,male,HS,524.1533913537036
Madeleine,msh5/ccw66,male,HS,284.25625263157895
Madeleine,msh5/ccw66,male,HS,240.3878500857353
Madeleine,msh5/ccw66,male,HS,193.533692722372
Madeleine,msh5/ccw66,male,HS,366.2614694722318
Madeleine,msh5/ccw66,male,HS,548.3672764106536
Madeleine,msh5/ccw66,male,HS,453.24337472794775
Madeleine,msh5/ccw66,male,HS,177.21988026939383
Madeleine,msh5/ccw66,male,HS,443.02294857142857
Madeleine,msh5/ccw66,male,HS,160.0458098925988
Madeleine,msh5/ccw66,male,HS,146.30015450922988
Madeleine,msh5/ccw66,male,HS,376.8988896978522
Madeleine,msh5/ccw66,male,HS,151.85156354851696
Madeleine,msh5/ccw66,male,HS,206.27917796027347
Madeleine,msh5/ccw66,male,HS,134.07056298914415
Madeleine,msh5/ccw66,male,HS,249.4319496302804
Madeleine,msh5/ccw66,male,HS,204.9875231297912
Madeleine,msh5/ccw66,male,HS,210.82613474008133
Madeleine,msh5/ccw66,male,HS,426.2383131402423
Madeleine,msh5/ccw66,male,HS,314.56347978200904
